acquired,clouds,clear,heavy_haze,light_haze,sensor,quality
2019-11-11T05:49:43.60833Z,2,4,94,0,PS2.SD,test
2019-11-11T05:49:41.568849Z,3,2,95,0,PS2.SD,test
2019-11-15T05:39:14.11453Z,23,7,67,3,PS2.SD,test
2019-12-09T03:58:57.595237Z,3,7,77,12,PS2,standard
2019-12-08T05:20:16.71618Z,0,100,0,0,PS2,standard
2019-12-07T05:12:13.642429Z,0,100,0,0,PS2,standard
2019-12-04T05:37:46.679665Z,0,3,40,57,PS2.SD,standard
2019-12-03T05:17:49.809651Z,0,100,0,0,PS2,standard
2019-12-02T05:22:14.767033Z,0,100,0,0,PS2,standard
2019-12-02T05:18:40.222324Z,0,100,0,0,PS2,standard
2019-11-30T05:26:38.953765Z,0,100,0,0,PS2,standard
2019-11-29T04:02:53.51934Z,0,1,98,1,PS2,standard
2019-11-29T05:10:52.533414Z,13,33,31,24,PS2,standard
2019-11-25T05:48:55.468363Z,0,48,0,52,PS2.SD,standard
2019-11-23T05:20:29.244406Z,0,100,0,0,PS2,standard
2019-11-20T05:19:58.751046Z,0,100,0,0,PS2,standard
2019-11-20T04:01:31.585472Z,0,78,2,20,PS2,standard
2019-11-18T05:49:24.011092Z,0,100,0,0,PS2.SD,standard
2019-11-18T05:05:17.430431Z,0,100,0,0,PS2,standard
2019-11-17T05:08:34.473562Z,0,100,0,0,PS2,standard
2019-11-12T05:20:09.613146Z,17,11,62,10,PS2,standard
2019-11-12T04:04:41.821039Z,5,5,90,0,PS2,standard
2019-11-08T04:02:32.216452Z,0,100,0,0,PS2,standard
2019-11-08T05:36:32.705987Z,0,100,0,0,PS2.SD,standard
2019-11-06T05:19:48.543334Z,0,99,0,1,PS2,standard
2019-11-04T05:18:59.787843Z,0,100,0,0,PS2,standard
2019-11-04T05:50:15.847026Z,0,100,0,0,PS2.SD,standard
2019-11-04T05:35:34.199513Z,0,100,0,0,PS2.SD,standard
2019-10-31T05:17:59.749585Z,0,62,0,38,PS2,standard
2019-10-30T05:19:30.928043Z,0,57,0,43,PS2,standard
2019-10-29T05:19:49.96099Z,0,12,6,82,PS2,standard
2019-10-28T05:50:03.613382Z,0,75,0,25,PS2.SD,standard
2019-10-27T04:06:14.692643Z,0,100,0,0,PS2,standard
2019-10-23T05:18:40.020433Z,0,100,0,0,PS2,standard
2019-10-22T05:51:04.473276Z,0,100,0,0,PS2.SD,standard
2019-10-20T04:05:27.762623Z,0,100,0,0,PS2,standard
2019-10-20T04:05:26.825721Z,0,100,0,0,PS2,standard
