acquired,clouds,clear,heavy_haze,light_haze,sensor,quality
2019-12-10T05:39:31.892515Z,3,49,15,34,PS2.SD,standard
2019-12-17T05:46:44.067288Z,100,0,0,0,PS2.SD,test
2019-12-10T05:47:45.403982Z,4,28,36,33,PS2.SD,standard
2019-11-03T05:49:27.677003Z,0,15,3,83,PS2.SD,standard
2019-10-17T05:35:06.650295Z,0,0,5,95,PS2.SD,standard
2019-11-15T05:39:12.092351Z,2,8,52,38,PS2.SD,standard
2019-12-15T05:41:01.996872Z,57,43,0,0,PS2.SD,standard
2019-12-11T05:19:00.450438Z,0,2,4,95,PS2,standard
2019-12-09T03:59:00.462569Z,25,5,69,0,PS2,standard
2019-12-08T05:20:14.623223Z,0,100,0,0,PS2,standard
2019-12-07T05:12:10.572723Z,0,100,0,0,PS2,standard
2019-12-04T05:37:44.626029Z,0,2,39,59,PS2.SD,standard
2019-12-03T05:17:47.706732Z,0,100,0,0,PS2,standard
2019-12-02T05:22:12.663065Z,0,100,0,0,PS2,standard
2019-12-02T05:22:11.611343Z,0,100,0,0,PS2,standard
2019-12-02T05:18:37.067683Z,0,100,0,0,PS2,standard
2019-11-30T05:26:35.782871Z,0,100,0,0,PS2,standard
2019-11-30T05:07:09.649284Z,0,97,0,3,PS2,standard
2019-11-29T05:10:49.446405Z,0,13,59,28,PS2,standard
2019-11-25T05:48:59.646414Z,0,77,0,23,PS2.SD,standard
2019-11-23T05:20:26.093435Z,0,100,0,0,PS2,standard
2019-11-21T05:21:15.340648Z,37,30,34,0,PS2,standard
2019-11-20T04:01:34.404045Z,0,5,81,14,PS2,standard
2019-11-20T05:19:56.650748Z,0,100,0,0,PS2,standard
2019-11-18T05:05:14.316684Z,0,100,0,0,PS2,standard
2019-11-17T05:48:33.619776Z,0,100,0,0,PS2.SD,standard
2019-11-17T05:08:31.346184Z,0,100,0,0,PS2,standard
2019-11-12T05:20:07.521237Z,42,15,40,3,PS2,standard
2019-11-10T05:48:47.92676Z,0,99,0,1,PS2.SD,standard
2019-11-08T04:02:35.019295Z,0,100,0,0,PS2,standard
2019-11-08T05:36:30.690624Z,0,100,0,0,PS2.SD,standard
2019-11-06T05:19:45.424869Z,0,44,11,45,PS2,standard
2019-11-04T05:18:56.668329Z,0,100,0,0,PS2,standard
2019-11-04T05:50:17.916391Z,0,100,0,0,PS2.SD,standard
2019-11-04T05:35:31.72802Z,0,100,0,0,PS2.SD,standard
2019-10-31T05:17:57.674977Z,0,84,0,16,PS2,standard
2019-10-30T05:19:27.804335Z,0,23,39,37,PS2,standard
2019-10-28T05:50:07.70178Z,0,72,0,28,PS2.SD,standard
2019-10-23T04:04:22.917061Z,0,97,0,3,PS2,standard
2019-10-23T04:04:21.981207Z,0,100,0,0,PS2,standard
2019-10-23T05:18:37.955787Z,0,100,0,0,PS2,standard
2019-10-21T05:21:54.86521Z,0,100,0,0,PS2,standard
2019-10-21T05:21:55.899105Z,0,100,0,0,PS2,standard
2019-10-20T04:05:29.63538Z,0,100,0,0,PS2,standard
2019-10-16T05:18:30.294861Z,0,100,0,0,PS2,standard
2019-10-16T05:18:31.327708Z,0,100,0,0,PS2,standard
2019-10-16T04:07:20.100686Z,0,19,0,81,PS2,standard
2019-10-15T05:17:40.584667Z,0,98,0,2,PS2,standard
2019-10-15T05:50:39.07488Z,0,98,0,2,PS2.SD,standard
2019-10-12T05:19:48.027852Z,0,52,0,48,PS2,standard
2019-10-11T08:08:28.892874Z,3,88,0,9,PS2,standard
2019-10-11T05:20:44.475497Z,0,100,0,0,PS2,standard
2019-10-10T05:10:14.938833Z,0,100,0,0,PS2,standard
2019-10-10T04:06:49.943604Z,0,100,0,0,PS2,standard
