,AVG_1220300141,AVG_1117600141,AVG_2108000631,AVG_1107702081,AVG_1109701811,AVG_2129100331,AVG_1129100861,AVG_1119001241,AVG_1119102831,AVG_1209300921,AVG_1226001051,AVG_1226901291,AVG_1116700851,AVG_1116701151,AVG_1107200821,AVG_1107200551,AVG_1107900721,AVG_1126101461,AVG_2105400921,AVG_1103400641,AVG_2103400341,AVG_1101600961,AVG_1121600241,AVG_1121600081,AVG_1121600121,AVG_1226001161,AVG_1203700901,AVG_1203700321,AVG_1203700551,AVG_1220302561,AVG_1129101071,AVG_1127100831,AVG_2127101001,AVG_1121100711,AVG_1107701101,AVG_1117600691,AVG_1119001521,AVG_1201500791,AVG_1203700041,AVG_1220301531,AVG_1121100171,AVG_1107703221,AVG_1109703061,AVG_1112300661,AVG_1116702111,AVG_1121101981,AVG_1115501701,AVG_2117400131,AVG_1125000781,AVG_2126101911,AVG_1119800301,AVG_1117400831,AVG_1125301151
-40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4460.833333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-39.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3757.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3377.1666666666665,NaN,NaN,NaN
-38.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-37.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4163.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3970.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3183.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3332.0,NaN,NaN,NaN
-35.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3893.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3337.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3302.8333333333335,NaN,NaN,NaN
-34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4104.333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3470.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2970.1666666666665,NaN,NaN,NaN
-33.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3473.6666666666665
-32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2966.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-31.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3379.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3935.0
-30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3926.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3485.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3862.6666666666665
-29.0,NaN,3781.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3711.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2811.0,NaN,NaN,3561.8333333333335
-28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3759.5,NaN,NaN,NaN,4131.833333333333,4077.6666666666665,NaN,4170.666666666667,NaN,NaN,3287.6666666666665,NaN,NaN,4152.333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2628.0,NaN,NaN,3787.555555555555
-27.0,NaN,NaN,NaN,NaN,NaN,3443.6666666666665,3390.3333333333335,NaN,3257.0,NaN,NaN,NaN,3364.3333333333335,3410.3333333333335,NaN,NaN,NaN,4179.833333333333,3432.3333333333335,3514.6666666666665,3588.6666666666665,NaN,3219.6666666666665,3079.0,3054.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3213.0,NaN,NaN,3911.3333333333335
-26.0,3982.6666666666665,3449.6666666666665,NaN,3672.6666666666665,NaN,3367.3333333333335,3385.6666666666665,NaN,3708.3333333333335,4316.0,3665.0,NaN,3643.0,3636.6666666666665,NaN,3675.1666666666665,NaN,NaN,NaN,3868.0,3917.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3090.3333333333335,NaN,3730.6666666666665,4149.333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3039.3333333333335,NaN,NaN,4284.0
-25.0,NaN,3357.6666666666665,3244.3333333333335,NaN,3208.3333333333335,3447.0,3417.3333333333335,3383.6666666666665,NaN,NaN,NaN,NaN,3817.3333333333335,3650.8333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3941.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3051.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-24.0,3685.6666666666665,3242.0,NaN,NaN,3642.3333333333335,NaN,NaN,3545.8333333333335,NaN,3985.0,3526.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,3952.3333333333335,NaN,NaN,NaN,3638.6666666666665,3465.3333333333335,3354.6666666666665,3294.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3186.6666666666665,NaN,NaN,3755.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3159.0,NaN,3943.6666666666665,4028.3333333333335
-23.0,3828.1666666666665,3594.0,NaN,3587.0,NaN,NaN,NaN,3695.0,3506.1666666666665,4104.0,3582.1666666666665,NaN,NaN,NaN,3939.8333333333335,NaN,NaN,3723.0,3326.3333333333335,3457.0,3650.222222222222,3558.8333333333335,3413.3333333333335,3283.3333333333335,3169.6666666666665,3793.3333333333335,3856.6666666666665,3938.3333333333335,3678.3333333333335,3734.8333333333335,NaN,4381.666666666667,3817.8333333333335,3890.1111111111113,3474.3333333333335,NaN,NaN,3179.3333333333335,3664.3333333333335,3905.8333333333335,NaN,3888.6666666666665,NaN,NaN,4065.1666666666665,3143.8888888888887,NaN,NaN,NaN,NaN,NaN,NaN,3510.0
-22.0,3808.0,NaN,3393.3333333333335,3444.6666666666665,NaN,3183.3333333333335,3148.0,NaN,3787.3333333333335,NaN,NaN,NaN,3465.3333333333335,3412.1666666666665,NaN,3370.3333333333335,NaN,3224.0,3442.3333333333335,3872.5,3931.8333333333335,3924.0,3577.1666666666665,3527.3333333333335,3408.6666666666665,NaN,NaN,NaN,NaN,NaN,3484.6666666666665,NaN,NaN,NaN,NaN,3478.3333333333335,NaN,3247.6666666666665,NaN,NaN,NaN,NaN,NaN,4190.666666666667,3238.0,NaN,3887.3333333333335,NaN,NaN,3078.6666666666665,NaN,NaN,3532.3333333333335
-21.0,NaN,3477.3333333333335,3311.3333333333335,3393.6666666666665,3234.5,3505.0,3550.3333333333335,3031.3333333333335,3747.0,3757.3333333333335,NaN,NaN,3735.6666666666665,3771.0,3578.1666666666665,3695.3333333333335,NaN,NaN,NaN,3814.0,4006.1666666666665,NaN,3456.0,3433.6666666666665,3433.6666666666665,NaN,NaN,NaN,NaN,3581.0,NaN,3849.0,3426.3333333333335,3542.0,NaN,NaN,NaN,3016.0,NaN,NaN,NaN,NaN,3241.0,3845.0,3536.3333333333335,3068.3333333333335,NaN,NaN,NaN,3418.6666666666665,NaN,3739.6666666666665,NaN
-20.0,3723.3333333333335,NaN,3587.0,3666.3333333333335,3801.6666666666665,NaN,NaN,3435.3333333333335,NaN,NaN,3634.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3767.5,4262.666666666667,3941.6666666666665,NaN,3752.8333333333335,3845.888888888889,3832.0,3620.3333333333335,3713.5,3497.3333333333335,3803.3333333333335,3515.6666666666665,3602.3333333333335,3347.0,NaN,NaN,NaN,3545.0,3891.0,NaN,3863.3333333333335,3595.3333333333335,3902.3333333333335,3663.6666666666665,3176.0,NaN,NaN,NaN,NaN,3014.6666666666665,3708.0,NaN
-19.0,NaN,3137.277777777778,3466.3333333333335,NaN,NaN,NaN,NaN,3569.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3247.1666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3720.1666666666665,3717.6666666666665,NaN,NaN,NaN,3104.0,3282.6666666666665,NaN,3054.0,NaN,NaN,NaN,3595.3333333333335,NaN,NaN,NaN,NaN,3788.6666666666665,3642.6666666666665,3137.0,NaN,3221.5,3324.0,NaN
-18.0,NaN,2930.6666666666665,NaN,3468.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3156.6666666666665,NaN,NaN,3147.6666666666665,3232.0,NaN,NaN,3506.6666666666665,3677.0,3615.0,3474.6666666666665,3416.0,3212.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3141.6666666666665,NaN,NaN,NaN,NaN,NaN,3540.3333333333335,NaN,NaN,NaN,NaN,3596.0,3497.3333333333335,3047.3333333333335,NaN,3415.3333333333335,3748.3333333333335,NaN
-17.0,3274.3333333333335,2849.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3080.0,3044.0,3466.3333333333335,3132.5,NaN,3108.6666666666665,NaN,NaN,NaN,3539.6666666666665,NaN,NaN,2774.6666666666665,3719.0,3913.6666666666665,3739.0,3695.3333333333335,3658.0,3132.6666666666665,3668.0,3262.0,3383.5,NaN,3045.1666666666665,NaN,2897.0833333333335,NaN,NaN,3335.5,3872.3333333333335,3207.6666666666665,3772.6666666666665,3416.3333333333335,3050.5,3536.3333333333335,3194.0,2805.6666666666665,NaN,NaN,NaN,3366.0
-16.0,3109.6666666666665,3212.3333333333335,3446.3333333333335,3097.0,3004.0,3347.0,3293.6666666666665,3412.0,3155.0,NaN,NaN,NaN,NaN,NaN,3686.3333333333335,3073.3333333333335,3024.444444444444,3067.3333333333335,NaN,3186.1666666666665,3200.6666666666665,3057.0,2905.6666666666665,2871.5,2699.6666666666665,NaN,NaN,NaN,NaN,NaN,3635.3333333333335,NaN,3471.3333333333335,3733.0,NaN,3478.3333333333335,NaN,NaN,2998.3333333333335,3330.0,NaN,NaN,3761.0,3928.3888888888887,3702.1666666666665,3233.0,3704.0,3639.0,3276.0,NaN,3188.444444444445,3673.0,3281.5
-15.0,3328.0,NaN,NaN,3347.0,NaN,3024.3333333333335,3125.0,3031.3333333333335,3500.0,3806.3333333333335,3443.8333333333335,NaN,3307.3333333333335,3353.6666666666665,NaN,3316.8333333333335,3076.6666666666665,3424.6666666666665,3248.0,3368.0,3484.0,3316.6666666666665,3143.3333333333335,3054.6666666666665,3024.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3345.0,NaN,NaN,NaN,3449.8333333333335,3499.0,3105.6666666666665,3547.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3366.8333333333335,NaN,NaN
-14.0,3432.0,3259.6666666666665,2888.5,3065.0,3226.6666666666665,3343.0,3385.6666666666665,3016.5,NaN,3536.5,3090.6666666666665,NaN,NaN,NaN,3320.0,3078.6666666666665,NaN,3208.1666666666665,3547.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3459.3333333333335,NaN,NaN,NaN,3343.6666666666665,NaN,2797.8333333333335,3804.6666666666665,3480.0,3230.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,3669.0,3762.3333333333335,2648.6666666666665,3307.555555555555,3151.777777777778,NaN
-13.0,3232.6666666666665,NaN,3022.3333333333335,3266.6666666666665,3372.6666666666665,NaN,NaN,3178.3333333333335,NaN,3529.3333333333335,NaN,NaN,NaN,NaN,3171.6666666666665,3453.0,NaN,NaN,NaN,NaN,NaN,3212.0,NaN,NaN,NaN,NaN,3301.0,3145.0,2964.3333333333335,3187.6666666666665,NaN,3479.6666666666665,3080.6666666666665,3133.3333333333335,3076.3333333333335,NaN,NaN,2604.1666666666665,NaN,NaN,NaN,3355.5,NaN,NaN,3151.0,2817.3333333333335,NaN,NaN,NaN,2508.1666666666665,NaN,3201.3333333333335,NaN
-12.0,3396.0,3196.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,3360.0,3596.3333333333335,3429.6666666666665,NaN,3563.6666666666665,3590.6666666666665,3169.3333333333335,NaN,3091.6666666666665,3309.6666666666665,NaN,3269.3333333333335,3347.3333333333335,NaN,3510.0,NaN,3420.0,3406.1666666666665,3737.5,3557.0,3380.1666666666665,3456.6666666666665,NaN,3314.3333333333335,3060.8333333333335,3078.0,3256.8333333333335,2999.0,1594.3333333333333,2534.3333333333335,3804.0,3410.0,NaN,3551.3333333333335,2957.3333333333335,3338.3333333333335,3331.8333333333335,2967.1666666666665,3420.3333333333335,3184.3333333333335,3822.5,NaN,NaN,3213.2222222222226,NaN
-11.0,3595.0,3207.3333333333335,NaN,3312.6666666666665,NaN,3847.8333333333335,3452.5,NaN,3450.3333333333335,3668.0,3450.6666666666665,3087.555555555556,NaN,NaN,3090.0,NaN,NaN,NaN,3702.6666666666665,3202.0,3496.6666666666665,3345.3333333333335,3199.0,3188.0,3135.6666666666665,3077.0,3458.6666666666665,3594.3333333333335,3189.3333333333335,3504.5,3552.6666666666665,3328.6666666666665,NaN,NaN,2967.0,3444.3333333333335,1597.1666666666667,2568.0,3968.5,3463.6666666666665,3251.6666666666665,3080.3333333333335,NaN,NaN,NaN,NaN,3012.6666666666665,3054.3333333333335,3664.0,NaN,3392.6666666666665,3607.6666666666665,NaN
-10.0,3497.3333333333335,NaN,3415.3333333333335,NaN,NaN,3982.6666666666665,3577.6666666666665,NaN,3528.0,3418.3333333333335,3340.8333333333335,2848.3333333333335,NaN,NaN,3275.1666666666665,NaN,NaN,2876.6666666666665,3620.0,3262.0,3167.0,3203.0,3099.6666666666665,3010.6666666666665,2933.0,NaN,NaN,NaN,NaN,3342.0,3227.3333333333335,3654.3333333333335,3701.3333333333335,3226.3333333333335,3217.8333333333335,3393.1666666666665,NaN,2711.2222222222226,3742.3333333333335,3366.0,3329.6666666666665,3329.5,3237.8333333333335,3407.6666666666665,3344.6666666666665,3125.6666666666665,2878.3333333333335,3031.0,3724.1666666666665,2903.6666666666665,NaN,NaN,NaN
-9.0,3671.1666666666665,NaN,3634.0,3159.6666666666665,3287.3333333333335,4147.166666666667,3742.6666666666665,NaN,NaN,3420.8333333333335,NaN,3114.5,NaN,NaN,3121.3333333333335,NaN,3231.6666666666665,3245.0,3877.0,NaN,NaN,NaN,NaN,NaN,NaN,3454.3333333333335,3614.3333333333335,4012.0,3289.6666666666665,3454.0,3526.6666666666665,3199.1666666666665,3591.1666666666665,3030.0,NaN,3761.8333333333335,NaN,NaN,NaN,4015.0,NaN,NaN,3317.3333333333335,3337.0,NaN,NaN,3535.444444444444,3533.6666666666665,4082.1666666666665,2757.3333333333335,3280.6666666666665,3433.0,2934.1666666666665
-8.0,NaN,NaN,3685.6666666666665,3105.3333333333335,3323.3333333333335,NaN,NaN,NaN,3386.6666666666665,NaN,NaN,NaN,3343.0,3617.6666666666665,3405.0,2716.0,2720.8333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3557.0,3700.3333333333335,4119.666666666667,3409.3333333333335,3485.0,NaN,3675.0,3868.6666666666665,3513.3333333333335,3207.3333333333335,NaN,1779.0,NaN,NaN,NaN,NaN,3318.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2901.555555555556,3345.0,NaN,3043.3333333333335
-7.0,4014.0,NaN,NaN,NaN,3390.0,3707.6666666666665,3306.0,NaN,3630.0,NaN,NaN,3180.6666666666665,NaN,NaN,NaN,NaN,2865.222222222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3675.1666666666665,3435.6666666666665,3836.0,3349.0,3562.0,NaN,NaN,NaN,NaN,NaN,3627.0,NaN,NaN,NaN,NaN,2785.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,3321.3333333333335,3688.3333333333335,NaN,NaN,3145.1666666666665,NaN
-6.0,NaN,NaN,NaN,NaN,NaN,3890.0,3587.6666666666665,NaN,NaN,3714.0,3478.0,NaN,NaN,NaN,NaN,NaN,2986.1666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3628.6666666666665,3794.0,NaN,NaN,NaN,3313.6666666666665,NaN,NaN,3354.6666666666665,3524.0,NaN,2771.0,3078.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3266.6666666666665,NaN
-5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4108.333333333333,3836.3333333333335,3347.6666666666665,NaN,NaN,NaN,NaN,3270.1666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3846.6666666666665,NaN,NaN,NaN,3220.5,3640.5,NaN,NaN,3764.6666666666665,NaN,NaN,3214.1666666666665,3585.6666666666665,3692.0,NaN,NaN,NaN,3622.1666666666665,3471.0833333333335,NaN,3668.6666666666665,NaN,NaN
-4.0,NaN,3236.3888888888887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3400.8333333333335,NaN,NaN,NaN,NaN,3362.3333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4082.5,NaN,4125.666666666667,3958.3333333333335,NaN,NaN,NaN,NaN,3568.3333333333335,NaN,3509.8888888888887,NaN,NaN,3460.3333333333335,NaN,3579.6666666666665,3782.5,NaN,NaN,3868.8333333333335,3935.3333333333335,3815.3333333333335,NaN,3432.3333333333335,NaN,3405.0
-3.0,NaN,3564.0,NaN,NaN,NaN,NaN,NaN,NaN,3706.2222222222226,NaN,NaN,NaN,3463.944444444445,3488.0,3279.6666666666665,3773.0,3490.0,2365.6666666666665,NaN,2473.3333333333335,3221.0,3584.0,3334.8333333333335,3239.0,2724.0,3634.6666666666665,3784.5,3500.3333333333335,3752.3333333333335,NaN,NaN,3896.0,3671.0,3819.0,NaN,NaN,NaN,3741.0,NaN,NaN,3269.3333333333335,NaN,NaN,NaN,3859.3333333333335,3653.6666666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2.0,NaN,3519.8333333333335,NaN,NaN,NaN,3302.9166666666665,2922.6666666666665,NaN,NaN,NaN,NaN,3170.0,3753.5,3590.1666666666665,NaN,3535.3333333333335,3338.3333333333335,3737.5,3084.1666666666665,2867.0,3558.6666666666665,3663.6666666666665,3552.3333333333335,3488.0,3771.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
