,AVG_1220300141,AVG_1117600141,AVG_2108000631,AVG_1107702081,AVG_1109701811,AVG_2129100331,AVG_1129100861,AVG_1119001241,AVG_1119102831,AVG_1209300921,AVG_1226001051,AVG_1226901291,AVG_1116700851,AVG_1116701151,AVG_1107200821,AVG_1107200551,AVG_1107900721,AVG_1126101461,AVG_2105400921,AVG_1103400641,AVG_2103400341,AVG_1101600961,AVG_1121600241,AVG_1121600081,AVG_1121600121,AVG_1226001161,AVG_1203700901,AVG_1203700321,AVG_1203700551,AVG_1220302561,AVG_1129101071,AVG_1127100831,AVG_2127101001,AVG_1121100711,AVG_1107701101,AVG_1117600691,AVG_1119001521,AVG_1201500791,AVG_1203700041,AVG_1220301531,AVG_1121100171,AVG_1107703221,AVG_1109703061,AVG_1112300661,AVG_1116702111,AVG_1121101981,AVG_1115501701,AVG_2117400131,AVG_1125000781,AVG_2126101911,AVG_1119800301,AVG_1117400831,AVG_1125301151
-40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4377.316569010417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-39.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3483.1949869791665,NaN,NaN,NaN
-38.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-37.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3455.880574544271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-35.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4015.6573893229165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3160.3888346354165,NaN,NaN,3961.328125
-33.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3237.7181396484375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-31.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3638.5406087239585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-29.0,NaN,3564.5594075520835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2786.251220703125,NaN,NaN,3954.9099934895835
-28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3858.57666015625,NaN,NaN,NaN,4157.4888916015625,3849.85498046875,NaN,4150.797037760417,NaN,NaN,NaN,4269.816731770833,4496.680013020833,4062.0975748697915,3703.7308756510415,3626.4683430989585,3530.2534993489585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-27.0,NaN,NaN,NaN,NaN,NaN,3387.405721028646,3354.8924967447915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4068.7079264322915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3036.3133138020835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-26.0,4097.934977213542,NaN,3760.36962890625,4017.737060546875,3948.5703938802085,NaN,NaN,3348.6233723958335,NaN,4171.131510416667,3689.2889811197915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3861.4847005208335,3833.52294921875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-24.0,NaN,3331.9945475260415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3896.2784830729165,3520.9698079427085
-23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3727.7633463541665,NaN,NaN,NaN,3795.4154459635415,3482.626708984375,3625.7718912760415,3634.9999186197915,NaN,NaN,NaN,4158.482421875,4264.573811848958,3783.0625813802085,3409.0762532552085,3352.7989095052085,3308.1227213541665,4167.627278645833,3894.950439453125,4345.006673177083,3737.3975423177085,3071.9193522135415,NaN,4021.3726399739585,3851.974365234375,3648.119384765625,3607.2554524739585,NaN,NaN,3037.8543294270835,NaN,NaN,NaN,3855.43115234375,NaN,NaN,4040.3199055989585,3221.2374674479165,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-22.0,NaN,NaN,NaN,NaN,NaN,3246.843221028646,3188.792683919271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3867.451416015625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3805.817667643229,NaN,NaN,NaN,NaN,3155.8568522135415,NaN,NaN,NaN,NaN,NaN,NaN,3904.0667317708335,3954.4916178385415,NaN,NaN,3975.9168294270835,3718.1255696614585,3403.5091959635415,NaN,NaN,NaN,NaN
-21.0,3645.7819010416665,NaN,3474.0249837239585,3752.5594075520835,3749.9385579427085,NaN,NaN,3256.8890787760415,NaN,3768.3739420572915,3469.1551920572915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3340.1232096354165,3592.2041829427085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3405.8766276041665,NaN,NaN
-20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-19.0,NaN,3069.2372233072915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3629.0116373697915,NaN
-18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3001.6354166666665,NaN,NaN,NaN,3495.181640625,3319.0316569010415,3278.1344401041665,3329.48974609375,3146.3900553385415,NaN,NaN,2995.78662109375,2332.6231282552085,3258.46044921875,3140.5921223958335,3204.3177083333335,3002.9102376302085,3647.2777506510415,3602.51416015625,3948.052490234375,3361.6857096354165,2915.434814453125,NaN,3718.010986328125,3371.9143880208335,3457.0423177083335,3365.0650227864585,NaN,NaN,2809.7386881510415,NaN,NaN,NaN,3689.8416341145835,NaN,NaN,3655.637939453125,2991.91162109375,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-17.0,NaN,NaN,NaN,NaN,NaN,3267.861775716146,3181.101277669271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3125.2882486979165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3536.5992431640625,NaN,NaN,NaN,NaN,2960.472900390625,NaN,NaN,NaN,NaN,3547.6063232421875,NaN,3715.2501627604165,3871.3270670572915,NaN,NaN,3723.030029296875,3524.603271484375,3030.1542154947915,NaN,NaN,NaN,NaN
-16.0,3709.5077311197915,NaN,NaN,3400.0869140625,3387.0826822916665,NaN,NaN,3106.8749186197915,NaN,3480.093017578125,3485.015869140625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3273.9588216145835,3740.6375325520835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3321.2012532552085,NaN,NaN
-15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3238.7406412760415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1466.7808430989583,NaN,3289.3933919270835,NaN
-13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3258.2020670572915,NaN,2926.8954264322915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3603.4933268229165,NaN,4008.9451497395835,3298.1643880208335,3104.589111328125,NaN,3560.30322265625,3495.20068359375,3428.6879069010415,3078.8250325520835,NaN,NaN,2930.7689615885415,NaN,NaN,NaN,3263.4375,NaN,NaN,3520.2608235677085,3033.0420735677085,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3492.5560302734375,NaN,NaN,NaN,NaN,2874.83984375,1388.1942545572917,NaN,NaN,NaN,3466.8164876302085,NaN,3400.4110514322915,3458.5406087239585,NaN,NaN,3422.9016927083335,3088.3014322916665,3938.172119140625,NaN,NaN,NaN,NaN
-11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3139.138468424479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3068.3360188802085,NaN,NaN
-10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3332.5552571614585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-9.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1814.3302001953125,NaN,NaN,2760.306640625
-8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3131.5833333333335,NaN,NaN,NaN,NaN,3527.9754231770835,NaN,2365.953125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-7.0,NaN,NaN,NaN,NaN,NaN,3277.8631184895835,3381.59912109375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1621.40966796875,NaN,NaN,NaN,3199.539794921875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-6.0,3473.0587565104165,NaN,NaN,NaN,NaN,NaN,NaN,2714.6708170572915,NaN,3544.0287272135415,3507.7760416666665,3522.460489908854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3444.7581380208335,3396.894775390625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-4.0,NaN,3115.65478515625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3325.3365071614585
-3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3618.588582356771,NaN,NaN,NaN,3559.8179524739585,1737.7881266276042,3489.9364420572915,2122.8643798828125,NaN,NaN,NaN,2536.1869303385415,3167.4974772135415,2745.676472981771,3156.4986165364585,3182.8741861979165,2771.798095703125,3469.4091796875,3825.1268717447915,3602.4055989583335,3617.42041015625,2991.3785807291665,NaN,3138.2024739583335,2813.883056640625,3647.309814453125,NaN,NaN,NaN,3323.6494140625,NaN,NaN,NaN,NaN,NaN,NaN,3774.015625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2.0,NaN,NaN,NaN,NaN,NaN,3287.4232177734375,2996.161173502604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3483.6355794270835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.0,2123.2887369791665,NaN,3127.0316569010415,2032.005615234375,3414.5152180989585,NaN,NaN,2492.6748046875,NaN,3121.401896158854,3343.8617350260415,3529.866170247396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3167.0928548177085,3709.4823404947915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,NaN,979.2014567057291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1605.53564453125,NaN,NaN,NaN
2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1533.5834350585938,NaN,NaN,NaN,1313.2210286458333,1764.65625,NaN,2214.569539388021,3170.6475423177085,NaN,NaN,NaN,NaN,1774.5971069335938,1128.8727213541667,1226.900634765625,833.4481201171875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1529.3816731770833,NaN,1639.8916829427083,1585.046875,NaN,NaN,NaN,NaN,1103.7185465494792,1005.0872802734375,2737.7930501302085,3538.7294108072915,2731.9095865885415,NaN,1860.3191935221355,1675.0479736328125,1749.339599609375,3476.6280924479165,NaN,NaN,NaN,NaN,NaN,2078.809366861979,1364.725606282552,NaN,NaN,1763.5289713541667,903.5162556966146,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0,NaN,NaN,NaN,NaN,NaN,2107.2469075520835,2047.084248860677,NaN,NaN,1948.749267578125,1597.2435709635417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2223.1668701171875,NaN,NaN,NaN,NaN,1164.3860270182292,NaN,NaN,NaN,NaN,NaN,NaN,1694.6070963541667,1578.7729085286458,NaN,NaN,699.5429077148438,1197.2364501953125,1368.1302083333333,NaN,928.6456298828125,NaN,NaN
